Tempo(s)	Deformacao(mm)	Forca(N)
1534,2 	12,783 	9178,5 
1534,7 	12,788 	9180,2 
1535,2 	12,792 	9176,9 
1535,7 	12,796 	9181,9 
1536,2 	12,800 	9176,9 
1536,7 	12,804 	9181,9 
1537,2 	12,808 	9181,9 
1537,7 	12,813 	9181,9 
1538,2 	12,817 	9183,6 
1538,7 	12,821 	9178,5 
1539,2 	12,825 	9185,3 
1539,7 	12,829 	9183,6 
1540,2 	12,834 	9185,3 
1540,7 	12,838 	9183,6 
1541,2 	12,842 	9183,6 
1541,7 	12,846 	9187,0 
1542,2 	12,850 	9183,6 
1542,7 	12,854 	9187,0 
1543,2 	12,858 	9185,3 
1543,7 	12,863 	9183,6 
1544,2 	12,867 	9187,0 
1544,7 	12,871 	9187,0 
1545,2 	12,875 	9190,3 
1545,7 	12,879 	9185,3 
1546,2 	12,883 	9190,3 
1546,7 	12,887 	9190,3 
1547,2 	12,892 	9190,3 
1547,7 	12,896 	9195,4 
1548,2 	12,900 	9187,0 
1548,7 	12,904 	9192,0 
1549,2 	12,908 	9190,3 
1549,7 	12,913 	9192,0 
1550,2 	12,917 	9195,4 
1550,7 	12,921 	9190,3 
1551,2 	12,925 	9195,4 
1551,7 	12,929 	9192,0 
1552,2 	12,933 	9195,4 
1552,7 	12,938 	9193,7 
1553,2 	12,942 	9193,7 
1553,7 	12,946 	9197,1 
1554,2 	12,950 	9192,0 
1554,7 	12,954 	9198,8 
1555,2 	12,958 	9195,4 
1555,7 	12,963 	9197,1 
1556,2 	12,967 	9198,8 
1556,7 	12,971 	9195,4 
1557,2 	12,975 	9200,4 
1557,7 	12,979 	9197,1 
1558,2 	12,984 	9200,4 
1558,7 	12,988 	9197,1 
1559,2 	12,992 	9198,8 
1559,7 	12,996 	9200,4 
1560,2 	13,000 	9197,1 
1560,7 	13,004 	9205,5 
1561,2 	13,008 	9197,1 
1561,7 	13,013 	9200,4 
1562,2 	13,017 	9202,1 
1562,7 	13,021 	9202,1 
1563,2 	13,025 	9203,8 
1563,7 	13,029 	9202,1 
1564,2 	13,034 	9202,1 
1564,7 	13,037 	9200,4 
1565,2 	13,042 	9205,5 
1565,7 	13,046 	9203,8 
1566,2 	13,050 	9202,1 
1566,7 	13,054 	9208,9 
1567,2 	13,058 	9203,8 
1567,7 	13,063 	9208,9 
1568,2 	13,067 	9207,2 
1568,7 	13,071 	9207,2 
1569,2 	13,075 	9208,9 
1569,7 	13,079 	9203,8 
1570,2 	13,083 	9210,6 
1570,7 	13,088 	9207,2 
1571,2 	13,092 	9210,6 
1571,7 	13,096 	9208,9 
1572,2 	13,100 	9208,9 
1572,7 	13,104 	9212,2 
1573,2 	13,108 	9207,2 
1573,7 	13,113 	9210,6 
1574,2 	13,117 	9208,9 
1574,7 	13,121 	9210,6 
1575,2 	13,125 	9212,2 
1575,7 	13,129 	9212,2 
1576,2 	13,134 	9215,6 
1576,7 	13,138 	9210,6 
1577,2 	13,142 	9215,6 
1577,7 	13,146 	9212,2 
1578,2 	13,150 	9212,2 
1578,7 	13,154 	9217,3 
1579,2 	13,158 	9213,9 
1579,7 	13,163 	9217,3 
1580,2 	13,167 	9212,2 
1580,7 	13,171 	9217,3 
1581,2 	13,175 	9215,6 
1581,7 	13,179 	9215,6 
1582,2 	13,184 	9219,0 
1582,7 	13,187 	9212,2 
1583,2 	13,192 	9219,0 
1583,7 	13,196 	9217,3 
1584,2 	13,200 	9217,3 
1584,7 	13,204 	9219,0 
1585,2 	13,208 	9215,6 
1585,7 	13,213 	9220,7 
1586,2 	13,217 	9219,0 
1586,7 	13,221 	9219,0 
1587,2 	13,225 	9219,0 
1587,7 	13,229 	9219,0 
1588,2 	13,233 	9225,7 
1588,7 	13,238 	9220,7 
1589,2 	13,242 	9224,0 
1589,7 	13,246 	9220,7 
1590,2 	13,250 	9222,3 
1590,7 	13,254 	9222,3 
1591,2 	13,258 	9222,3 
1591,7 	13,263 	9225,7 
1592,2 	13,267 	9222,3 
1592,7 	13,271 	9225,7 
1593,2 	13,275 	9222,3 
1593,7 	13,279 	9225,7 
1594,2 	13,284 	9227,4 
1594,7 	13,288 	9222,3 
1595,2 	13,292 	9227,4 
1595,7 	13,296 	9222,3 
1596,2 	13,300 	9225,7 
1596,7 	13,304 	9227,4 
1597,2 	13,308 	9225,7 
1597,7 	13,313 	9227,4 
1598,2 	13,317 	9225,7 
1598,7 	13,321 	9229,1 
1599,2 	13,325 	9227,4 
1599,7 	13,329 	9229,1 
1600,2 	13,334 	9227,4 
1600,7 	13,337 	9225,7 
1601,2 	13,342 	9230,8 
1601,7 	13,346 	9227,4 
1602,2 	13,350 	9232,5 
1602,7 	13,354 	9230,8 
1603,2 	13,358 	9229,1 
1603,7 	13,363 	9232,5 
1604,2 	13,367 	9230,8 
1604,7 	13,371 	9234,1 
1605,2 	13,375 	9230,8 
1605,7 	13,379 	9232,5 
1606,2 	13,383 	9232,5 
1606,7 	13,388 	9234,1 
1607,2 	13,392 	9235,8 
1607,7 	13,396 	9230,8 
1608,2 	13,400 	9235,8 
1608,7 	13,404 	9234,1 
1609,2 	13,408 	9237,5 
1609,7 	13,413 	9237,5 
1610,2 	13,417 	9234,1 
1610,7 	13,421 	9237,5 
1611,2 	13,425 	9232,5 
1611,7 	13,429 	9239,2 
1612,2 	13,433 	9237,5 
1612,7 	13,438 	9237,5 
1613,2 	13,442 	9239,2 
1613,7 	13,446 	9235,8 
1614,2 	13,450 	9239,2 
1614,7 	13,454 	9237,5 
1615,2 	13,458 	9237,5 
1615,7 	13,463 	9237,5 
1616,2 	13,467 	9237,5 
1616,7 	13,471 	9240,9 
1617,2 	13,475 	9237,5 
1617,7 	13,479 	9240,9 
1618,2 	13,483 	9240,9 
1618,7 	13,488 	9239,2 
1619,2 	13,492 	9242,6 
1619,7 	13,496 	9240,9 
1620,2 	13,500 	9245,9 
1620,7 	13,504 	9240,9 
1621,2 	13,508 	9242,6 
1621,7 	13,513 	9240,9 
1622,2 	13,517 	9242,6 
1622,7 	13,521 	9245,9 
1623,2 	13,525 	9240,9 
1623,7 	13,529 	9245,9 
1624,2 	13,533 	9242,6 
1624,7 	13,538 	9245,9 
1625,2 	13,542 	9247,6 
1625,7 	13,546 	9244,3 
1626,2 	13,550 	9245,9 
1626,7 	13,554 	9242,6 
1627,2 	13,558 	9247,6 
1627,7 	13,562 	9245,9 
1628,2 	13,567 	9245,9 
1628,7 	13,571 	9247,6 
1629,2 	13,575 	9244,3 
1629,7 	13,579 	9252,7 
1630,2 	13,583 	9247,6 
1630,7 	13,588 	9247,6 
1631,2 	13,592 	9247,6 
1631,7 	13,596 	9245,9 
1632,2 	13,600 	9249,3 
1632,7 	13,604 	9247,6 
1633,2 	13,608 	9251,0 
1633,7 	13,612 	9247,6 
1634,2 	13,617 	9251,0 
1634,7 	13,621 	9251,0 
1635,2 	13,625 	9249,3 
1635,7 	13,629 	9254,4 
1636,2 	13,633 	9249,3 
1636,7 	13,638 	9251,0 
1637,2 	13,642 	9249,3 
1637,7 	13,646 	9251,0 
1638,2 	13,650 	9254,4 
1638,7 	13,654 	9251,0 
1639,2 	13,658 	9254,4 
1639,7 	13,662 	9252,7 
1640,2 	13,667 	9254,4 
1640,7 	13,671 	9254,4 
1641,2 	13,675 	9252,7 
1641,7 	13,679 	9257,7 
1642,2 	13,683 	9251,0 
1642,7 	13,688 	9257,7 
1643,2 	13,692 	9256,0 
1643,7 	13,696 	9256,0 
1644,2 	13,700 	9256,0 
1644,7 	13,704 	9254,4 
1645,2 	13,709 	9259,4 
1645,7 	13,713 	9256,0 
1646,2 	13,717 	9257,7 
1646,7 	13,721 	9257,7 
1647,2 	13,725 	9256,0 
1647,7 	13,729 	9257,7 
1648,2 	13,733 	9257,7 
1648,7 	13,738 	9259,4 
1649,2 	13,742 	9256,0 
1649,7 	13,746 	9259,4 
1650,2 	13,750 	9261,1 
1650,7 	13,754 	9259,4 
1651,2 	13,759 	9262,8 
1651,7 	13,762 	9257,7 
1652,2 	13,767 	9262,8 
1652,7 	13,771 	9257,7 
1653,2 	13,775 	9259,4 
1653,7 	13,779 	9264,5 
1654,2 	13,783 	9259,4 
1654,7 	13,788 	9264,5 
1655,2 	13,792 	9259,4 
1655,7 	13,796 	9262,8 
1656,2 	13,800 	9262,8 
1656,7 	13,804 	9262,8 
1657,2 	13,809 	9264,5 
1657,7 	13,812 	9259,4 
1658,2 	13,817 	9264,5 
1658,7 	13,821 	9262,8 
1659,2 	13,825 	9264,5 
1659,7 	13,829 	9264,5 
1660,2 	13,833 	9262,8 
1660,7 	13,838 	9266,2 
1661,2 	13,842 	9262,8 
1661,7 	13,846 	9266,2 
1662,2 	13,850 	9264,5 
1662,7 	13,854 	9264,5 
1663,2 	13,858 	9266,2 
1663,7 	13,862 	9264,5 
1664,2 	13,867 	9269,5 
1664,7 	13,871 	9262,8 
1665,2 	13,875 	9266,2 
1665,7 	13,879 	9266,2 
1666,2 	13,883 	9266,2 
1666,7 	13,888 	9269,5 
1667,2 	13,892 	9266,2 
1667,7 	13,896 	9266,2 
1668,2 	13,900 	9264,5 
1668,7 	13,904 	9267,8 
1669,2 	13,908 	9269,5 
1669,7 	13,912 	9266,2 
1670,2 	13,917 	9271,2 
1670,7 	13,921 	9266,2 
1671,2 	13,925 	9272,9 
1671,7 	13,929 	9271,2 
1672,2 	13,933 	9269,5 
1672,7 	13,938 	9271,2 
1673,2 	13,942 	9266,2 
1673,7 	13,946 	9272,9 
1674,2 	13,950 	9267,8 
1674,7 	13,954 	9272,9 
1675,2 	13,958 	9271,2 
1675,7 	13,962 	9271,2 
1676,2 	13,967 	9274,6 
1676,7 	13,971 	9271,2 
1677,2 	13,975 	9272,9 
1677,7 	13,979 	9272,9 
1678,2 	13,983 	9272,9 
1678,7 	13,988 	9272,9 
1679,2 	13,992 	9272,9 
1679,7 	13,996 	9276,3 
1680,2 	14,000 	9272,9 
1680,7 	14,004 	9274,6 
1681,2 	14,008 	9274,6 
1681,7 	14,013 	9272,9 
1682,2 	14,017 	9277,9 
1682,7 	14,021 	9272,9 
1683,2 	14,025 	9276,3 
1683,7 	14,029 	9272,9 
1684,2 	14,033 	9276,3 
1684,7 	14,038 	9276,3 
1685,2 	14,042 	9276,3 
1685,7 	14,046 	9279,6 
1686,2 	14,050 	9272,9 
1686,7 	14,054 	9277,9 
1687,2 	14,058 	9277,9 
1687,7 	14,063 	9277,9 
1688,2 	14,067 	9277,9 
1688,7 	14,071 	9274,6 
1689,2 	14,075 	9279,6 
1689,7 	14,079 	9277,9 
1690,2 	14,083 	9279,6 
1690,7 	14,088 	9277,9 
1691,2 	14,092 	9277,9 
1691,7 	14,096 	9284,7 
1692,2 	14,100 	9277,9 
1692,7 	14,104 	9281,3 
1693,2 	14,108 	9277,9 
1693,7 	14,113 	9279,6 
1694,2 	14,117 	9281,3 
1694,7 	14,121 	9277,9 
1695,2 	14,125 	9283,0 
1695,7 	14,129 	9277,9 
1696,2 	14,133 	9281,3 
1696,7 	14,137 	9279,6 
1697,2 	14,142 	9281,3 
1697,7 	14,146 	9284,7 
1698,2 	14,150 	9281,3 
1698,7 	14,154 	9283,0 
1699,2 	14,158 	9277,9 
1699,7 	14,163 	9281,3 
1700,2 	14,167 	9284,7 
1700,7 	14,171 	9281,3 
1701,2 	14,175 	9284,7 
1701,7 	14,179 	9279,6 
1702,2 	14,183 	9284,7 
1702,7 	14,188 	9283,0 
1703,2 	14,192 	9283,0 
1703,7 	14,196 	9284,7 
1704,2 	14,200 	9281,3 
1704,7 	14,204 	9286,4 
1705,2 	14,208 	9283,0 
1705,7 	14,213 	9286,4 
1706,2 	14,217 	9286,4 
1706,7 	14,221 	9283,0 
1707,2 	14,225 	9288,1 
1707,7 	14,229 	9284,7 
1708,2 	14,234 	9288,1 
1708,7 	14,238 	9284,7 
1709,2 	14,242 	9286,4 
1709,7 	14,246 	9284,7 
1710,2 	14,250 	9286,4 
1710,7 	14,254 	9289,7 
1711,2 	14,258 	9284,7 
1711,7 	14,263 	9288,1 
1712,2 	14,267 	9286,4 
1712,7 	14,271 	9289,7 
1713,2 	14,275 	9291,4 
1713,7 	14,279 	9286,4 
1714,2 	14,284 	9289,7 
1714,7 	14,287 	9284,7 
1715,2 	14,292 	9289,7 
1715,7 	14,296 	9289,7 
1716,2 	14,300 	9288,1 
1716,7 	14,304 	9291,4 
1717,2 	14,308 	9286,4 
1717,7 	14,313 	9291,4 
1718,2 	14,317 	9289,7 
1718,7 	14,321 	9289,7 
1719,2 	14,325 	9289,7 
1719,7 	14,329 	9288,1 
1720,2 	14,334 	9293,1 
1720,7 	14,337 	9288,1 
1721,2 	14,342 	9291,4 
1721,7 	14,346 	9291,4 
1722,2 	14,350 	9289,7 
1722,7 	14,354 	9293,1 
1723,2 	14,358 	9289,7 
1723,7 	14,363 	9294,8 
1724,2 	14,367 	9289,7 
1724,7 	14,371 	9291,4 
1725,2 	14,375 	9291,4 
1725,7 	14,379 	9291,4 
1726,2 	14,383 	9296,5 
1726,7 	14,387 	9289,7 
1727,2 	14,392 	9294,8 
1727,7 	14,396 	9291,4 
1728,2 	14,400 	9293,1 
1728,7 	14,404 	9296,5 
1729,2 	14,408 	9291,4 
1729,7 	14,413 	9294,8 
1730,2 	14,417 	9289,7 
1730,7 	14,421 	9294,8 
1731,2 	14,425 	9294,8 
1731,7 	14,429 	9293,1 
1732,2 	14,433 	9294,8 
1732,7 	14,437 	9291,4 
1733,2 	14,442 	9299,8 
1733,7 	14,446 	9294,8 
1734,2 	14,450 	9294,8 
1734,7 	14,454 	9294,8 
1735,2 	14,458 	9291,4 
1735,7 	14,463 	9296,5 
1736,2 	14,467 	9294,8 
1736,7 	14,471 	9296,5 
1737,2 	14,475 	9293,1 
1737,7 	14,479 	9294,8 
1738,2 	14,483 	9296,5 
1738,7 	14,487 	9294,8 
1739,2 	14,492 	9298,2 
1739,7 	14,496 	9294,8 
1740,2 	14,500 	9294,8 
1740,7 	14,504 	9294,8 
1741,2 	14,508 	9294,8 
1741,7 	14,513 	9298,2 
1742,2 	14,517 	9294,8 
1742,7 	14,521 	9298,2 
1743,2 	14,525 	9296,5 
1743,7 	14,529 	9296,5 
1744,2 	14,533 	9299,8 
1744,7 	14,538 	9296,5 
1745,2 	14,542 	9299,8 
1745,7 	14,546 	9293,1 
1746,2 	14,550 	9299,8 
1746,7 	14,554 	9298,2 
1747,2 	14,558 	9298,2 
1747,7 	14,563 	9298,2 
1748,2 	14,567 	9296,5 
1748,7 	14,571 	9299,8 
1749,2 	14,575 	9296,5 
1749,7 	14,579 	9298,2 
1750,2 	14,583 	9298,2 
1750,7 	14,588 	9294,8 
1751,2 	14,592 	9298,2 
1751,7 	14,596 	9296,5 
1752,2 	14,600 	9299,8 
1752,7 	14,604 	9296,5 
1753,2 	14,608 	9299,8 
1753,7 	14,613 	9301,5 
1754,2 	14,617 	9299,8 
1754,7 	14,621 	9303,2 
1755,2 	14,625 	9296,5 
1755,7 	14,629 	9299,8 
1756,2 	14,633 	9298,2 
1756,7 	14,637 	9299,8 
1757,2 	14,642 	9301,5 
1757,7 	14,646 	9298,2 
1758,2 	14,650 	9301,5 
1758,7 	14,654 	9298,2 
1759,2 	14,658 	9299,8 
1759,7 	14,663 	9299,8 
1760,2 	14,667 	9299,8 
1760,7 	14,671 	9301,5 
1761,2 	14,675 	9296,5 
1761,7 	14,679 	9301,5 
1762,2 	14,683 	9299,8 
1762,7 	14,688 	9299,8 
1763,2 	14,692 	9301,5 
1763,7 	14,696 	9298,2 
1764,2 	14,700 	9303,2 
1764,7 	14,704 	9299,8 
1765,2 	14,709 	9301,5 
1765,7 	14,713 	9299,8 
1766,2 	14,717 	9298,2 
1766,7 	14,721 	9299,8 
1767,2 	14,725 	9298,2 
1767,7 	14,729 	9303,2 
1768,2 	14,733 	9298,2 
1768,7 	14,738 	9299,8 
1769,2 	14,742 	9303,2 
1769,7 	14,746 	9299,8 
1770,2 	14,750 	9303,2 
1770,7 	14,754 	9299,8 
1771,2 	14,758 	9299,8 
1771,7 	14,762 	9298,2 
1772,2 	14,767 	9301,5 
1772,7 	14,771 	9303,2 
1773,2 	14,775 	9296,5 
1773,7 	14,779 	9304,9 
1774,2 	14,783 	9298,2 
1774,7 	14,788 	9303,2 
1775,2 	14,792 	9304,9 
1775,7 	14,796 	9299,8 
1776,2 	14,800 	9301,5 
1776,7 	14,804 	9298,2 
1777,2 	14,808 	9304,9 
1777,7 	14,813 	9301,5 
1778,2 	14,817 	9303,2 
1778,7 	14,821 	9301,5 
1779,2 	14,825 	9298,2 
1779,7 	14,829 	9304,9 
1780,2 	14,833 	9299,8 
1780,7 	14,838 	9301,5 
1781,2 	14,842 	9299,8 
1781,7 	14,846 	9299,8 
1782,2 	14,850 	9301,5 
1782,7 	14,854 	9299,8 
1783,2 	14,858 	9304,9 
1783,7 	14,862 	9299,8 
1784,2 	14,867 	9303,2 
1784,7 	14,871 	9301,5 
1785,2 	14,875 	9299,8 
1785,7 	14,879 	9304,9 
1786,2 	14,883 	9299,8 
1786,7 	14,888 	9301,5 
1787,2 	14,892 	9299,8 
1787,7 	14,896 	9301,5 
1788,2 	14,900 	9303,2 
1788,7 	14,904 	9301,5 
1789,2 	14,908 	9304,9 
1789,7 	14,912 	9298,2 
1790,2 	14,917 	9303,2 
1790,7 	14,921 	9303,2 
1791,2 	14,925 	9301,5 
1791,7 	14,929 	9303,2 
1792,2 	14,933 	9298,2 
1792,7 	14,938 	9303,2 
1793,2 	14,942 	9301,5 
1793,7 	14,946 	9301,5 
1794,2 	14,950 	9301,5 
1794,7 	14,954 	9299,8 
1795,2 	14,958 	9306,6 
1795,7 	14,962 	9299,8 
1796,2 	14,967 	9301,5 
1796,7 	14,971 	9301,5 
1797,2 	14,975 	9299,8 
1797,7 	14,979 	9303,2 
1798,2 	14,983 	9299,8 
1798,7 	14,988 	9304,9 
1799,2 	14,992 	9299,8 
1799,7 	14,996 	9303,2 
1800,2 	15,000 	9299,8 
1800,7 	15,004 	9301,5 
1801,2 	15,009 	9303,2 
1801,7 	15,013 	9296,5 
1802,2 	15,017 	9299,8 
1802,7 	15,021 	9296,5 
1803,2 	15,025 	9299,8 
1803,7 	15,029 	9301,5 
1804,2 	15,033 	9298,2 
1804,7 	15,038 	9303,2 
1805,2 	15,042 	9298,2 
1805,7 	15,046 	9299,8 
1806,2 	15,050 	9299,8 
1806,7 	15,054 	9299,8 
1807,2 	15,058 	9299,8 
1807,7 	15,062 	9294,8 
1808,2 	15,067 	9301,5 
1808,7 	15,071 	9298,2 
1809,2 	15,075 	9301,5 
1809,7 	15,079 	9298,2 
1810,2 	15,083 	9296,5 
1810,7 	15,088 	9299,8 
1811,2 	15,092 	9296,5 
1811,7 	15,096 	9298,2 
1812,2 	15,100 	9294,8 
1812,7 	15,104 	9296,5 
1813,2 	15,108 	9296,5 
1813,7 	15,112 	9296,5 
1814,2 	15,117 	9299,8 
1814,7 	15,121 	9293,1 
1815,2 	15,125 	9296,5 
1815,7 	15,129 	9296,5 
1816,2 	15,133 	9296,5 
1816,7 	15,138 	9296,5 
1817,2 	15,142 	9293,1 
1817,7 	15,146 	9296,5 
1818,2 	15,150 	9293,1 
1818,7 	15,154 	9294,8 
1819,2 	15,158 	9296,5 
1819,7 	15,163 	9293,1 
1820,2 	15,167 	9296,5 
1820,7 	15,171 	9291,4 
1821,2 	15,175 	9296,5 
1821,7 	15,179 	9293,1 
1822,2 	15,183 	9293,1 
1822,7 	15,188 	9291,4 
1823,2 	15,192 	9289,7 
1823,7 	15,196 	9293,1 
1824,2 	15,200 	9289,7 
1824,7 	15,204 	9293,1 
1825,2 	15,208 	9291,4 
1825,7 	15,212 	9289,7 
1826,2 	15,217 	9291,4 
1826,7 	15,221 	9288,1 
1827,2 	15,225 	9291,4 
1827,7 	15,229 	9288,1 
1828,2 	15,233 	9288,1 
1828,7 	15,238 	9288,1 
1829,2 	15,242 	9286,4 
1829,7 	15,246 	9291,4 
1830,2 	15,250 	9284,7 
1830,7 	15,254 	9288,1 
1831,2 	15,258 	9284,7 
1831,7 	15,263 	9286,4 
1832,2 	15,267 	9288,1 
1832,7 	15,271 	9284,7 
1833,2 	15,275 	9284,7 
1833,7 	15,279 	9281,3 
1834,2 	15,283 	9284,7 
1834,7 	15,287 	9284,7 
1835,2 	15,292 	9281,3 
1835,7 	15,296 	9283,0 
1836,2 	15,300 	9279,6 
1836,7 	15,304 	9284,7 
1837,2 	15,308 	9281,3 
1837,7 	15,313 	9279,6 
1838,2 	15,317 	9279,6 
1838,7 	15,321 	9276,3 
1839,2 	15,325 	9279,6 
1839,7 	15,329 	9276,3 
1840,2 	15,333 	9277,9 
1840,7 	15,337 	9274,6 
1841,2 	15,342 	9276,3 
1841,7 	15,346 	9276,3 
1842,2 	15,350 	9272,9 
1842,7 	15,354 	9276,3 
1843,2 	15,358 	9271,2 
1843,7 	15,363 	9271,2 
1844,2 	15,367 	9271,2 
1844,7 	15,371 	9269,5 
1845,2 	15,375 	9271,2 
1845,7 	15,379 	9267,8 
1846,2 	15,383 	9269,5 
1846,7 	15,387 	9266,2 
1847,2 	15,392 	9266,2 
1847,7 	15,396 	9267,8 
1848,2 	15,400 	9264,5 
1848,7 	15,404 	9266,2 
1849,2 	15,408 	9261,1 
1849,7 	15,413 	9262,8 
1850,2 	15,417 	9261,1 
1850,7 	15,421 	9259,4 
1851,2 	15,425 	9261,1 
1851,7 	15,429 	9256,0 
1852,2 	15,433 	9259,4 
1852,7 	15,437 	9254,4 
1853,2 	15,442 	9252,7 
1853,7 	15,446 	9252,7 
1854,2 	15,450 	9249,3 
1854,7 	15,454 	9252,7 
1855,2 	15,458 	9247,6 
1855,7 	15,463 	9249,3 
1856,2 	15,467 	9245,9 
1856,7 	15,471 	9244,3 
1857,2 	15,475 	9247,6 
1857,7 	15,479 	9240,9 
1858,2 	15,483 	9242,6 
1858,7 	15,487 	9235,8 
1859,2 	15,492 	9237,5 
1859,7 	15,496 	9235,8 
1860,2 	15,500 	9232,5 
1860,7 	15,504 	9235,8 
1861,2 	15,508 	9227,4 
1861,7 	15,513 	9230,8 
1862,2 	15,517 	9225,7 
1862,7 	15,521 	9225,7 
1863,2 	15,525 	9225,7 
1863,7 	15,529 	9220,7 
1864,2 	15,533 	9220,7 
1864,7 	15,537 	9213,9 
1865,2 	15,542 	9215,6 
1865,7 	15,546 	9213,9 
1866,2 	15,550 	9210,6 
1866,7 	15,554 	9210,6 
1867,2 	15,558 	9203,8 
1867,7 	15,563 	9207,2 
1868,2 	15,567 	9200,4 
1868,7 	15,571 	9198,8 
1869,2 	15,575 	9197,1 
1869,7 	15,579 	9192,0 
1870,2 	15,583 	9193,7 
1870,7 	15,587 	9187,0 
1871,2 	15,592 	9190,3 
1871,7 	15,596 	9183,6 
1872,2 	15,600 	9180,2 
1872,7 	15,604 	9180,2 
1873,2 	15,608 	9175,2 
1873,7 	15,613 	9175,2 
1874,2 	15,617 	9168,4 
1874,7 	15,621 	9166,8 
1875,2 	15,625 	9163,4 
1875,7 	15,629 	9161,7 
1876,2 	15,633 	9160,0 
1876,7 	15,637 	9153,3 
1877,2 	15,642 	9155,0 
1877,7 	15,646 	9148,2 
1878,2 	15,650 	9148,2 
1878,7 	15,654 	9146,5 
1879,2 	15,658 	9138,1 
1879,7 	15,663 	9139,8 
1880,2 	15,667 	9129,7 
1880,7 	15,671 	9133,1 
1881,2 	15,675 	9126,3 
1881,7 	15,679 	9122,9 
1882,2 	15,683 	9119,6 
1882,7 	15,687 	9112,8 
1883,2 	15,692 	9114,5 
1883,7 	15,696 	9106,1 
1884,2 	15,700 	9104,4 
1884,7 	15,704 	9101,0 
1885,2 	15,708 	9094,3 
1885,7 	15,713 	9092,6 
1886,2 	15,717 	9085,9 
1886,7 	15,721 	9085,9 
1887,2 	15,725 	9079,1 
1887,7 	15,729 	9074,1 
1888,2 	15,733 	9072,4 
1888,7 	15,738 	9064,0 
1889,2 	15,742 	9065,7 
1889,7 	15,746 	9055,6 
1890,2 	15,750 	9053,9 
1890,7 	15,754 	9047,1 
1891,2 	15,758 	9043,8 
1891,7 	15,763 	9042,1 
1892,2 	15,767 	9032,0 
1892,7 	15,771 	9033,7 
1893,2 	15,775 	9023,5 
1893,7 	15,779 	9021,9 
1894,2 	15,783 	9018,5 
1894,7 	15,788 	9008,4 
1895,2 	15,792 	9006,7 
1895,7 	15,796 	8998,3 
1896,2 	15,800 	8998,3 
1896,7 	15,804 	8989,9 
1897,2 	15,808 	8984,8 
1897,7 	15,813 	8981,4 
1898,2 	15,817 	8973,0 
1898,7 	15,821 	8976,4 
1899,2 	15,825 	8962,9 
1899,7 	15,829 	8957,8 
1900,2 	15,833 	8954,5 
1900,7 	15,837 	8946,0 
1901,2 	15,842 	8944,4 
1901,7 	15,846 	8935,9 
1902,2 	15,850 	8932,6 
1902,7 	15,854 	8922,5 
1903,2 	15,858 	8919,1 
1903,7 	15,862 	8912,4 
1904,2 	15,867 	8907,3 
1904,7 	15,871 	8903,9 
1905,2 	15,875 	8892,1 
1905,7 	15,879 	8888,8 
1906,2 	15,883 	8880,3 
1906,7 	15,887 	8875,3 
1907,2 	15,892 	8871,9 
1907,7 	15,896 	8861,8 
1908,2 	15,900 	8860,1 
1908,7 	15,904 	8848,3 
1909,2 	15,908 	8843,3 
1909,7 	15,913 	8838,2 
1910,2 	15,917 	8829,8 
1910,7 	15,921 	8824,7 
1911,2 	15,925 	8811,3 
1911,7 	15,929 	8813,0 
1912,2 	15,933 	8801,2 
1912,7 	15,938 	8796,1 
1913,2 	15,942 	8789,4 
1913,7 	15,946 	8779,3 
1914,2 	15,950 	8777,6 
1914,7 	15,954 	8765,8 
1915,2 	15,958 	8759,0 
1915,7 	15,963 	8750,6 
1916,2 	15,967 	8742,2 
1916,7 	15,971 	8737,1 
1917,2 	15,975 	8728,7 
1917,7 	15,979 	8723,7 
1918,2 	15,983 	8711,9 
1918,7 	15,988 	8708,5 
1919,2 	15,992 	8701,8 
1919,7 	15,996 	8690,0 
1920,2 	16,000 	8686,6 
1920,7 	16,004 	8671,4 
1921,2 	16,008 	8668,1 
1921,7 	16,012 	8658,0 
1922,2 	16,017 	8651,2 
1922,7 	16,021 	8642,8 
1923,2 	16,025 	8632,7 
1923,7 	16,029 	8627,6 
1924,2 	16,033 	8614,2 
1924,7 	16,038 	8609,1 
1925,2 	16,042 	8600,7 
1925,7 	16,046 	8590,6 
1926,2 	16,050 	8583,8 
1926,7 	16,054 	8570,3 
1927,2 	16,058 	8567,0 
1927,7 	16,062 	8555,2 
1928,2 	16,067 	8546,8 
1928,7 	16,071 	8538,3 
1929,2 	16,075 	8526,5 
1929,7 	16,079 	8521,5 
1930,2 	16,083 	8508,0 
1930,7 	16,088 	8503,0 
1931,2 	16,092 	8489,5 
1931,7 	16,096 	8481,1 
1932,2 	16,100 	8474,3 
1932,7 	16,104 	8460,8 
1933,2 	16,108 	8459,2 
1933,7 	16,112 	8440,6 
1934,2 	16,117 	8433,9 
1934,7 	16,121 	8425,5 
1935,2 	16,125 	8415,4 
1935,7 	16,129 	8406,9 
1936,2 	16,133 	8391,8 
1936,7 	16,138 	8385,0 
1937,2 	16,142 	8371,5 
1937,7 	16,146 	8363,1 
1938,2 	16,150 	8354,7 
1938,7 	16,154 	8339,5 
1939,2 	16,158 	8332,8 
1939,7 	16,162 	8317,6 
1940,2 	16,167 	8312,6 
1940,7 	16,171 	8299,1 
1941,2 	16,175 	8285,6 
1941,7 	16,179 	8277,2 
1942,2 	16,183 	8262,0 
1942,7 	16,188 	8255,3 
1943,2 	16,192 	8241,8 
1943,7 	16,196 	8231,7 
1944,2 	16,200 	8218,2 
1944,7 	16,204 	8208,1 
